POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INICIO,TERMINO,CONCLUSAO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
7-RO-174H-RJS,74281029671,Petrobras,7RO174HRJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-02-23,2021-05-05,2021-05-24 00:00:00,"-21:58:15,536","-39:45:58,369","-21,9709822222","-39,7662136111",SIRGAS2000,Definitiva,Horizontal,-2960.0,3590.0,3590.0,MR,32.0,0.0,1728.0,NM,nan,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
8-MRO-14D-RJS,74316029672,Petrobras,8MRO14DRJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE ÁGUA,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2021-02-24,2021-06-29,2021-08-01 00:00:00,"-24:34:14,845","-42:14:58,522","-24,5707902777","-42,2495894444",SIRGAS2000,Definitiva,Direcional,-5976.2,6111.0,6118.0,MR,25.0,0.0,1900.0,NM,nan,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-40,Deepwater Corcovado,S,01/01/2023
7-SDR-4-ES,34270029674,BGM,7-SDR-4-ES,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2021-03-02,2021-03-28,2021-03-28 00:00:00,"-19:11:42,870","-39:50:13,770","-19,1952416666","-39,8371583333",SIRGAS2000,Definitiva,Vertical,-880.0,891.0,891.0,MR,10.6,4.6,0.0,NM,nan,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,Existe,,,,,,,CW-02,Cowan-02,I,01/01/2023
9-POL-46D-RJS,74281029677,Petro Rio O&G,POL-K,RJ,Campos,nan,POL  ,POLVO,M,S,9,Especial,INDEFINIDO,FECHADO,2021-03-17,2021-04-18,2021-05-03 00:00:00,"-23:05:01,886","-40:59:43,171","-23,0838572222","-40,9953252777",SIRGAS2000,Definitiva,Direcional,-1539.17,5957.67,5957.67,MR,41.2,0.0,103.0,NM,nan,Campos,Emboré,São Tomé,Existe,,Existe,Existe,,Existe,,Existe,,,,,Existe,,,,,,DEAL-1,DEAL-1,N,01/01/2023
9-BUZ-52-RJS,74316029684,Petrobras,9BUZ52RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-05-06,2021-06-15,2021-07-15 00:00:00,"-24:33:25,662","-42:27:00,911","-24,5571283333","-42,4502530555",SIRGAS2000,Definitiva,Vertical,6181.0,6182.5,6182.0,MR,32.0,0.0,1859.0,NM,nan,Guaratiba,Piçarras,,,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-32,NORBE VIII,S,01/01/2023
7-TIE-3DB-BA,20240029676,Maha Energy,7TIE3DBBA,BA,Recôncavo,nan,TIE  ,TIÊ,T,S,7,Desenvolvimento,INDEFINIDO,INJETANDO,2020-12-07,2021-03-17,2021-03-28 00:00:00,"-12:21:43,709","-38:16:44,677","-12,3621413888","-38,2790769444",SIRGAS2000,Definitiva,Direcional,2130.42,2336.0,2336.0,MR,87.39,79.54,0.0,NM,nan,Brotas,Sergi,,Existe,,,,,,,,,,,,,,,,,,FV-2,FAXE-2,I,01/01/2023
7-CNC-48-ES,34270029649,Petrobras,7CNC48ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-11-20,2020-11-25,2021-07-25 00:00:00,"-19:13:44,075","-39:50:43,511","-19,2289097222","-39,8454197222",SIRGAS2000,Definitiva,Vertical,-892.7,903.0,901.4,MR,8.4,3.25,0.0,NM,nan,Barra Nova,São Mateus,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-BE-37D-RN,72100029733,Potiguar E&P S.A.,BEDW08D,RN,Potiguar,nan,BE   ,BOA ESPERANÇA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-09-25,2021-10-06,2021-10-10 00:00:00,"-05:29:01,430","-37:37:45,600","-5,4837305555","-37,6293333333",SIRGAS2000,Definitiva,Direcional,1737.04,2164.0,2164.0,MR,5.2,86.8,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-BE-35D-RN,72100029658,Potiguar E&P S.A.,BEDW11D,RN,Potiguar,nan,BE   ,BOA ESPERANÇA,T,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2020-12-20,2021-01-13,2021-01-13 00:00:00,"-05:29:01,270","-37:37:47,190","-5,4836861111","-37,629775",SIRGAS2000,Definitiva,Direcional,0.0,884.0,0.0,MR,92.18,87.0,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-BE-34D-RN,72100029653,Potiguar E&P S.A.,BEDW12D,RN,Potiguar,nan,BE   ,BOA ESPERANÇA,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2020-12-07,2021-07-17,2021-08-16 00:00:00,"-05:29:01,710","-37:37:46,260","-5,4838083333","-37,6295166666",SIRGAS2000,Definitiva,Direcional,998.8,1091.0,1091.0,MR,92.2,82.0,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
9-BUZ-49-RJS,74316029664,Petrobras,9BUZ49RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-01-24,2021-03-22,2021-04-26 00:00:00,"-24:32:15,742","-42:34:03,859","-24,5377061111","-42,5677386111",SIRGAS2000,Definitiva,Vertical,-6201.0,6226.0,6226.0,MR,25.0,0.0,1727.0,NM,nan,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,Existe,,Existe,Existe,,,,,SS-73,GOLD STAR,S,01/01/2023
9-RO-172D-RJS,74281029659,Petrobras,9RO172DRJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,9,Especial,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2020-12-19,2021-02-01,2021-03-17 00:00:00,"-21:57:34,380","-39:44:22,236","-21,95955","-39,73951",SIRGAS2000,Definitiva,Direcional,4242.6,4567.0,4567.0,MR,23.0,0.0,1808.0,NM,nan,,Macaé,Quissamã,Existe,,,,Existe,Existe,,Existe,,Existe,Existe,,Existe,Existe,,,,,SS-79,LONE STAR,S,01/01/2023
7-RIP-3-ES,34270029651,Imetame,7-TAL-1-ES,ES,Espírito Santo,nan,RIP  ,RIO IPIRANGA,T,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-11-28,2021-02-02,2021-02-02 00:00:00,"-19:19:38,922","-39:45:35,178","-19,3274783333","-39,7597716666",SIRGAS2000,Definitiva,Vertical,1948.56,1955.0,1955.0,MR,6.44,1.44,0.0,NM,nan,Barra Nova,São Mateus,,Existe,,,,,,,,,,,,,,,,,,IME-01,IMETAME_ENERGIA_01,I,01/01/2023
7-MRO-6DB-RJS,74316029648,Petrobras,7MRO6DBRJS,RJ,Santos,LIBRA,MRO  ,MERO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-11-18,2021-01-23,2021-02-23 00:00:00,"-24:34:45,271","-42:14:13,305","-24,5792419444","-42,2370291666",SIRGAS2000,Definitiva,Direcional,-5656.8,5682.0,5687.0,MR,25.0,0.0,1957.0,NM,nan,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,,,,,,NS-47,West Tellus,S,01/01/2023
7-TIE-3D-BA,20240029657,Maha Energy,7TIE3DBA,BA,Recôncavo,nan,TIE  ,TIÊ,T,S,7,Desenvolvimento,INDEFINIDO,ABANDONADO PERMANENTEMENTE,2020-12-07,2020-12-28,2021-03-28 00:00:00,"-12:21:43,709","-38:16:44,677","-12,3621413888","-38,2790769444",SIRGAS2000,Definitiva,Direcional,544.56,632.0,632.0,MR,87.39,79.54,0.0,NM,nan,Brotas,Sergi,,Existe,,,,,,,,,,,,,,,,,,FV-2,FAXE-2,I,01/01/2023
8-MRO-11-RJS,74316029670,Petrobras,8MRO11RJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE ÁGUA,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2021-02-23,2021-03-25,2021-04-10 00:00:00,"-24:35:52,267","-42:12:08,711","-24,5978519444","-42,2024197222",SIRGAS2000,Definitiva,Vertical,-5614.2,5634.0,5640.0,MR,25.0,0.0,2004.0,NM,nan,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-39,Deepwater Myconos,S,01/01/2023
8-JUB-59D-ESS,34281029662,Petrobras,8JUB59DESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-01-03,2021-04-25,2021-05-05 00:00:00,"-21:13:01,772","-39:58:57,404","-21,2171588888","-39,9826122222",SIRGAS2000,Definitiva,Direcional,4905.0,4990.0,4990.0,MR,26.0,0.0,1429.0,NM,nan,Lagoa Feia,Coqueiros,,Existe,,,,Existe,Existe,,Existe,,,Existe,,Existe,Existe,,,,,NS-29,CAROLINA,S,01/01/2023
7-PRG-71HPA-RJS,74281029656,Equinor Brasil,BMC7B13AT2,RJ,Campos,nan,PRG  ,PEREGRINO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-12-18,2020-01-06,2021-01-17 00:00:00,"-23:17:45,671","-41:12:28,358","-23,2960197222","-41,2078772222",SIRGAS2000,Definitiva,Horizontal,-2249.0,5404.0,5404.0,MR,50.0,0.0,122.0,NM,nan,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,DR-B,DRILLINGRIG-B,N,01/01/2023
9-NESH-1-SPS,86316029703,Petrobras,9SPH26SPS,SP,Santos,nan,NESH ,NORDESTE DE SAPINHOÁ,M,S,9,Especial,OUTRAS FINALIDADES,EM OBSERVAÇÃO,2021-06-17,2021-08-03,2021-09-29 00:00:00,"-25:41:25,858","-43:06:29,948","-25,6905161111","-43,1083188888",SIRGAS2000,Definitiva,Vertical,-5834.5,5863.0,5863.0,MR,28.0,0.0,2133.0,NM,nan,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,Existe,,,,SS-75,OCEAN COURAGE,S,01/01/2023
7-SDR-7-ES,34270029698,BGM,7-SDR-7-ES,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-06-02,2021-06-14,2021-06-14 00:00:00,"-19:11:45,800","-39:50:12,400","-19,1960555555","-39,8367777777",SIRGAS2000,Definitiva,Vertical,-871.0,882.0,882.0,MR,10.6,4.6,0.0,NM,nan,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,Existe,,,,,,,CW-02,Cowan-02,I,01/01/2023
8-BUZ-56-RJS,74316029724,Petrobras,8-BUZ-56-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-09-04,2021-10-01,2021-10-18 00:00:00,"-24:34:28,795","-42:34:27,265","-24,5746652777","-42,5742402777",SIRGAS2000,Definitiva,Vertical,-3872.8,3905.0,3905.0,MR,25.0,0.0,1819.0,NM,nan,Guaratiba,Piçarras,,Existe,,,,,,,,,,,,,,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
7-FAL-172-ES,34270029590,Petrobras,7FAL172ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-05-07,2020-05-13,2021-02-16 00:00:00,"-19:00:26,633","-39:51:48,401","-19,0073980555","-39,8634447222",SIRGAS2000,Definitiva,Vertical,-884.87,896.0,896.2,MR,10.88,5.73,0.0,NM,nan,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-BE-35DA-RN,72100029729,Potiguar E&P S.A.,BEDW11DA,RN,Potiguar,nan,BE   ,BOA ESPERANÇA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-09-13,2021-09-16,2021-11-02 00:00:00,"-05:29:01,270","-37:37:47,190","-5,4836861111","-37,629775",SIRGAS2000,Definitiva,Direcional,976.37,1108.0,1107.7,MR,92.18,87.0,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-RO-177D-RJS,74281029701,Petrobras,7-RO-177D-RJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-06-11,2021-06-13,2021-06-16 00:00:00,"-21:56:32,171","-39:42:22,377","-21,9422697222","-39,7062158333",SIRGAS2000,Definitiva,Direcional,2879.5,2882.0,2882.0,MR,32.0,0.0,1869.0,NM,nan,Campos,Carapebus,,,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
7-TUP-121DA-RJS,74316029700,Petrobras,7-TUP-121DA-RJS,RJ,Santos,nan,TUP  ,TUPI,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-06-07,2021-08-13,2021-09-10 00:00:00,"-25:09:32,654","-42:55:32,559","-25,1590705555","-42,9257108333",SIRGAS2000,Definitiva,Direcional,5077.8,5117.0,5117.0,MR,25.0,0.0,2248.0,NM,nan,Guaratiba,Barra Velha,,Existe,,,,,Existe,,Existe,,,,,Existe,Existe,,,,,NS-43,AMARALINA STAR,S,01/01/2023
1-PHO-1-RN,72100029704,Phoenix Óleo & Gás,PHOENIX 01,RN,Potiguar,POT-T-565,nan,nan,T,S,1,Pioneiro,nan,FECHADO,2021-08-19,2021-07-19,2021-08-30 00:00:00,"-05:20:00,009","-37:10:04,784","-5,3333358333","-37,1679955555",SIRGAS2000,Definitiva,Vertical,1094.4,1180.0,1181.2,MR,85.55,81.35,0.0,NM,nan,Areia Branca,Pendência,Sequência 3,Existe,,Existe,Existe,Existe,,,Existe,,,,,,Existe,,,,,"PRN-01, SHRP-05","PROEN-01, Sonda Roto-Pneumática de Perfuração SHRP-05",I,01/01/2023
7-RO-177DA-RJS,74281029705,Petrobras,7-RO-177DA-RJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-06-16,2021-08-28,2021-09-06 00:00:00,"-21:56:32,171","-39:42:22,377","-21,9422697222","-39,7062158333",SIRGAS2000,Definitiva,Direcional,3189.3,3253.0,3253.0,MR,32.0,0.0,1868.0,NM,nan,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
8-BUZ-53D-RJS,74316029707,Petrobras,8-BUZ-53D-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,2021-07-04,2021-09-03,2021-10-11 00:00:00,"-24:46:05,705","-42:27:43,911","-24,7682513888","-42,4621975",SIRGAS2000,Definitiva,Direcional,-6197.2,6406.0,6406.0,MR,32.0,0.0,2035.0,NM,nan,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,"NS-31, NS-33","NORBE IX, PETROBRAS 10000",S,01/01/2023
7-SAB-3-RN,72100029712,Potiguar E&P S.A.,7SAB0003RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2021-07-27,2021-07-30,2021-08-01 00:00:00,"-05:29:12,580","-37:08:04,620","-5,4868277777","-37,1346166666",SIRGAS2000,Definitiva,Vertical,483.8,615.0,615.0,MR,131.18,126.0,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
8-BUZ-55-RJS,74316029713,Petrobras,8-BUZ-55-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-07-28,2021-10-04,2021-11-06 00:00:00,"-24:35:36,703","-42:31:03,710","-24,5935286111","-42,5176972222",SIRGAS2000,Definitiva,Vertical,-6079.6,6113.0,6113.0,MR,32.0,0.0,1914.0,NM,nan,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,"NS-41, NS-42","ODN I, ODN II",S,01/01/2023
7-SAB-4-RN,72100029715,Potiguar E&P S.A.,7SAB0004RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2021-08-06,2021-08-08,2021-08-09 00:00:00,"-05:29:12,580","-37:08:04,620","-5,4868277777","-37,1346166666",SIRGAS2000,Definitiva,Vertical,455.08,585.0,586.4,MR,129.92,124.74,0.0,NM,nan,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-AZU-5D-AM,14030029730,Eneva,7-AZU-5D-MA,AM,Amazonas,nan,AZU  ,AZULÃO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-09-16,2021-10-07,2021-10-11 00:00:00,"-02:43:04,200","-58:10:00,800","-2,7178333333","-58,1668888888",SIRGAS2000,Definitiva,Direcional,1699.0,1800.0,1804.0,MR,68.0,60.0,0.0,NM,nan,Tapajós,Nova Olinda,,Existe,,,,,,,,,,,,,,,,,,QG VIII,Queiroz Galvão VIII,I,01/01/2023
7-MRO-17-RJS,74316029719,Petrobras,7-MRO-17-RJS,RJ,Santos,nan,MRO  ,MERO,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-08-21,2021-08-26,2021-09-08 00:00:00,"-24:36:33,394","-42:14:04,462","-24,6092761111","-42,2345727777",SIRGAS2000,Definitiva,Vertical,-2849.9,2875.0,2875.0,MR,25.0,0.0,1950.0,NM,nan,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-39,Deepwater Myconos,N,01/01/2023
7-RE-38-RN,72100028441,3R Areia,7RE38RN,RN,Potiguar,nan,RE   ,REDONDA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2015-09-12,2021-05-07,2021-05-28 00:00:00,"-04:57:25,949","-37:00:04,973","-4,9572080555","-37,0013813888",SIRGAS2000,Definitiva,Vertical,-738.0,805.0,805.0,MR,67.0,63.61,0.0,NM,nan,Apodi,Açu,,Existe,,,,Existe,,,,,,,,,,Existe,,,,CES-107,CES-107,I,01/01/2023
7-OATP-1-RJS,74316029678,Petrobras,7OATP1RJS,RJ,Santos,nan,OATP ,OESTE DE ATAPU,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-03-17,2021-09-30,2021-10-28 00:00:00,"-24:56:04,508","-42:30:43,676","-24,9345855555","-42,5121322222",SIRGAS2000,Definitiva,Vertical,-5542.9,5570.0,5570.0,MR,26.0,0.0,2234.0,NM,nan,Guaratiba,Barra Velha,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-40,Deepwater Corcovado,S,01/01/2023
8-MLS-232D-RJS,74281029485,Petrobras,8MLS232DRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,2019-10-19,2021-06-14,2021-07-04 00:00:00,"-22:34:03,430","-40:04:46,491","-22,5676194444","-40,0795808333",SIRGAS2000,Definitiva,Direcional,-4280.0,4673.0,4673.0,MR,32.0,0.0,1081.0,NM,nan,Macaé,Quissamã,,,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-41,ODN I,N,01/01/2023
8-MLS-239H-RJS,74281029541,Petrobras,8MLS239HRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,2020-02-03,2021-05-20,2021-06-14 00:00:00,"-22:36:36,867","-39:59:20,979","-22,6102408333","-39,9891608333",SIRGAS2000,Definitiva,Horizontal,-2894.2,4187.0,4187.0,MR,32.0,0.0,1599.0,NM,nan,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-32,NORBE VIII,N,01/01/2023
7-PRG-70H-RJS,74281029548,Equinor Brasil,BMC7A26,RJ,Campos,nan,PRG  ,PEREGRINO,M,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2020-02-12,2021-10-02,2021-10-25 00:00:00,"-23:20:03,965","-41:17:54,784","-23,3344347222","-41,2985511111",SIRGAS2000,Definitiva,Horizontal,2324.84,8326.0,8326.0,MR,156.0,0.0,106.0,NM,nan,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,DR-A,DRILLINGRIG-A,N,01/01/2023
8-FAL-165D-ES,34270029568,Petrobras,8FAL165DES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,8,Injeção,INJEÇÃO DE VAPOR,INJETANDO,2020-03-11,2020-03-15,2021-03-29 00:00:00,"-19:00:15,736","-39:51:43,442","-19,0043711111","-39,8620672222",SIRGAS2000,Definitiva,Direcional,-878.0,915.7,917.6,MR,11.32,6.17,0.0,NM,nan,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-SEP-8D-RJS,74316029573,Petrobras,7SEP8DRJS,RJ,Santos,nan,SEP  ,SÉPIA,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2020-03-19,2021-01-07,2021-02-07 00:00:00,"-25:13:35,702","-42:31:56,478","-25,2265838888","-42,532355",SIRGAS2000,Definitiva,Direcional,-5441.7,5470.0,5470.0,MR,25.0,0.0,2139.0,NM,nan,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-31,PETROBRAS 10000,S,01/01/2023
7-FAL-170-ES,34270029584,Petrobras,7FAL170ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-04-12,2020-04-17,2021-01-22 00:00:00,"-19:00:22,059","-39:51:46,083","-19,0061275","-39,8628008333",SIRGAS2000,Definitiva,Vertical,-884.47,894.0,895.3,MR,10.65,5.5,0.0,NM,nan,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-FAL-169-ES,34270029586,Petrobras,7FAL169ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-04-20,2020-04-24,2021-01-04 00:00:00,"-19:00:20,523","-39:51:47,645","-19,0057008333","-39,8632347222",SIRGAS2000,Definitiva,Vertical,-883.48,894.0,894.3,MR,10.67,5.52,0.0,NM,nan,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-FAL-171-ES,34270029596,Petrobras,8FAL171ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-05-16,2020-05-21,2021-02-28 00:00:00,"-19:00:24,361","-39:51:47,260","-19,0067669444","-39,8631277777",SIRGAS2000,Definitiva,Vertical,-883.7,894.0,895.0,MR,10.94,5.79,0.0,NM,nan,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-BUZ-44-RJS,74316029641,Petrobras,8BUZ44RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-10-23,2020-12-30,2021-01-23 00:00:00,"-24:38:22,101","-42:32:38,988","-24,6394725","-42,5441633333",SIRGAS2000,Definitiva,Vertical,-5949.8,5977.2,5976.0,MR,25.0,0.0,1957.0,NM,nan,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-33,NORBE IX,S,01/01/2023
7-CNC-43-ES,34270029616,Petrobras,7CNC43ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-06-23,2020-07-03,2021-02-11 00:00:00,"-19:13:57,466","-39:50:53,083","-19,2326294444","-39,8480786111",SIRGAS2000,Definitiva,Vertical,-952.7,960.0,961.5,MR,8.77,3.62,0.0,NM,nan,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
