Todas as Informações aqui contidas são relativas ao 5 dia util de outubro de 2023. Após essa data podem ter ocorrido mudanças e deslocamentos.;;;;;;;;;;;
DAA 2023 - Amostras de Fluidos;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Tipo de fluido;Profundidade topo (m);Profundidade base (m);Quantidade de amostra;Tipo de container;Volume (L);Data de conclusão do poço;Município/Estado;Depositária
SANTOS;743160264800;1-BRSA-130-RJS;ÓLEO;2.469,00;2.505,00;1;Garrafa Vidro Âmbar;1;14/03/2002;CATU/BA;PETROBRAS
SANTOS;743160270600;1-BRSA-157-RJS;ÓLEO;2.666,50;2.679,00;2;Garrafa Vidro Âmbar;1;30/05/2006;CATU/BA;PETROBRAS
SANTOS;743160271000;1-BRSA-161-RJS;ÓLEO;5.790,00;5.892,00;2;Garrafa Vidro Âmbar;1;06/11/2002;CATU/BA;PETROBRAS
SANTOS;743160282300;1-BRSA-211-RJS;ÓLEO;4.385,00;4.419,00;2;Garrafa Vidro Âmbar;1;26/07/2003;CATU/BA;PETROBRAS
SANTOS;743160282300;1-BRSA-211-RJS;ÓLEO;4.547,00;4.562,00;2;Garrafa Vidro Âmbar;1;26/07/2003;CATU/BA;PETROBRAS
SANTOS;743160282300;1-BRSA-211-RJS;ÓLEO;4.670,00;4.700,00;2;Garrafa Vidro Âmbar;1;26/07/2003;CATU/BA;PETROBRAS
SANTOS;743160311700;1-BRSA-369A-RJS;ÓLEO;4.950,00;4.995,00;2;Garrafa Vidro Âmbar;1;12/10/2006;CATU/BA;PETROBRAS
SANTOS;743160335900;1-BRSA-618-RJS;ÓLEO;5.360,00;5.450,00;2;Garrafa Vidro Âmbar;1;16/09/2008;CATU/BA;PETROBRAS
SANTOS;743160335900;1-BRSA-618-RJS;ÓLEO;5.528,00;5.680,00;3;Garrafa Vidro Âmbar;1;16/09/2008;CATU/BA;PETROBRAS
SANTOS;743160754500;1-BRSA-53-RJS;ÓLEO;4.010,00;4.010,00;2;Garrafa Vidro Âmbar;1;18/05/2001;CATU/BA;PETROBRAS
SERGIPE MAR;901210398600;1-SES-127;ÁGUA;0,00;0,00;2;Garrafa Vidro Âmbar;1;05/04/2000;CATU/BA;PETROBRAS
SERGIPE MAR;901210398600;1-SES-127;ÁGUA;3.129,00;3.129,00;4;Garrafa Vidro Âmbar;1;05/04/2000;CATU/BA;PETROBRAS
SERGIPE MAR;901210401800;1-BRSA-76-SES;ÓLEO;1.273,00;1.273,00;1;Garrafa Vidro Âmbar;1;29/06/2001;CATU/BA;PETROBRAS
SERGIPE MAR;901210491900;1-BRSA-851-SES;CONDENSADO;4.677,50;4.713,50;4;Garrafa Vidro Âmbar;1;21/06/2012;CATU/BA;PETROBRAS
SERGIPE MAR;901210493800;1-BRSA-875-SES;ÓLEO;3.245,60;3.245,60;6;Garrafa Vidro Âmbar;1;22/12/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200462500;1-BRSA-645-SE;ÁGUA CORTADA POR LAMA;1.473,30;1.473,30;4;Garrafa Vidro Âmbar;1;04/09/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;ÁGUA CORTADA POR LAMA;471,00;501,00;2;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;OLEO CORTADO POR LAMA;576,00;594,00;1;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;OLEO CORTADO POR AGUA;576,00;594,00;4;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;OLEO CORTADO POR LAMA;597,00;624,00;1;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;OLEO CORTADO POR AGUA;597,00;624,00;3;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;ÁGUA CORTADA POR LAMA;624,00;654,00;1;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;ÓLEO;624,00;654,00;3;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;ÁGUA CORTADA POR LAMA;723,00;754,00;1;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200463200;1-BRSA-659-SE;ÓLEO;723,00;754,00;2;Garrafa Vidro Âmbar;1;14/11/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200467700;1-BRSA-689-SE;ÁGUA CORTADA POR LAMA;575,00;594,00;7;Garrafa Vidro Âmbar;1;23/12/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200467700;1-BRSA-689-SE;ÁGUA CORTADA POR LAMA;697,00;724,00;2;Garrafa Vidro Âmbar;1;23/12/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200467700;1-BRSA-689-SE;ÁGUA CORTADA POR LAMA;740,50;775,50;8;Garrafa Vidro Âmbar;1;23/12/2008;CATU/BA;PETROBRAS
SERGIPE TERRA;901200543200;1-BRSA-1291D-SE;ÓLEO;508,00;538,00;3;Garrafa Vidro Âmbar;1;28/01/2015;CATU/BA;PETROBRAS
SERGIPE TERRA;901200543200;1-BRSA-1291D-SE;ÓLEO;568,00;598,00;3;Garrafa Vidro Âmbar;1;28/01/2015;CATU/BA;PETROBRAS
SERGIPE TERRA;901200543200;1-BRSA-1291D-SE;ÓLEO;609,00;639,00;7;Garrafa Vidro Âmbar;1;28/01/2015;CATU/BA;PETROBRAS
SERGIPE TERRA;901200543200;1-BRSA-1291D-SE;ÓLEO;639,00;639,00;1;Garrafa Vidro Âmbar;1;28/01/2015;CATU/BA;PETROBRAS
SERGIPE TERRA;901200543200;1-BRSA-1291D-SE;ÓLEO;639,00;669,00;9;Garrafa Vidro Âmbar;1;28/01/2015;CATU/BA;PETROBRAS
ALAGOAS TERRA;081150435800;1-BRSA-390D-AL;ÁGUA;570,00;583,00;4;Garrafa Vidro Âmbar;1;29/12/2005;CATU/BA;PETROBRAS
CAMPOS MAR;342810096900;3-BRSA-149HPA-ESS;ÓLEO;3.624,00;4.491,00;2;Garrafa Vidro Âmbar;1;11/10/2002;CATU/BA;PETROBRAS
CAMPOS MAR;342810301800;3-BRSA-311-ESS;ÓLEO;2.154,00;2.183,00;2;Garrafa Vidro Âmbar;1;14/12/2004;CATU/BA;PETROBRAS
CAMPOS MAR;342810309400;3-BRSA-353-ESS;ÓLEO;4.687,00;4.741,00;2;Garrafa Vidro Âmbar;1;20/09/2005;CATU/BA;PETROBRAS
CAMPOS MAR;342810314800;3-BRSA-394-ESS;ÓLEO;4.617,00;4.639,00;2;Garrafa Vidro Âmbar;1;29/09/2006;CATU/BA;PETROBRAS
CAMPOS MAR;342810314800;3-BRSA-394-ESS;ÓLEO;4.925,00;5.110,00;2;Garrafa Vidro Âmbar;1;29/09/2006;CATU/BA;PETROBRAS
CAMPOS MAR;742810292800;3-BRSA-263-RJS;ÓLEO;3.279,00;3.294,00;2;Garrafa Vidro Âmbar;1;06/04/2004;CATU/BA;PETROBRAS
CAMPOS MAR;742810301000;3-BRSA-304-RJS;ÓLEO;3.393,00;3.428,00;2;Garrafa Vidro Âmbar;1;30/12/2004;CATU/BA;PETROBRAS
CAMPOS MAR;742810301000;3-BRSA-304-RJS;ÓLEO;3.486,60;3.515,00;2;Garrafa Vidro Âmbar;1;30/12/2004;CATU/BA;PETROBRAS
CAMPOS MAR;742810320300;3-BRSA-435D-RJS;ÓLEO;3.532,00;3.557,00;2;Garrafa Vidro Âmbar;1;26/01/2007;CATU/BA;PETROBRAS
CAMPOS MAR;742810320300;3-BRSA-435D-RJS;ÓLEO;3.532,00;3.545,00;2;Garrafa Vidro Âmbar;1;26/01/2007;CATU/BA;PETROBRAS
CAMPOS MAR;742810321200;3-BRSA-443-RJS;NAO IDENTIFICADO;0,00;0,00;1;Garrafa Vidro Âmbar;1;04/10/2006;CATU/BA;PETROBRAS
CAMPOS MAR;742810364400;3-BRSA-1020-RJS;ÓLEO;4.290,00;4.330,00;2;Garrafa Vidro Âmbar;1;21/05/2012;CATU/BA;PETROBRAS
CAMPOS MAR;742810372800;3-BRSA-1123-RJS;ÓLEO;4.570,00;4.621,00;6;Garrafa Vidro Âmbar;1;30/07/2013;CATU/BA;PETROBRAS
CAMPOS MAR;742810388000;3-BRSA-1238-RJS;ÓLEO;4.510,00;4.607,00;4;Garrafa Vidro Âmbar;1;19/10/2014;CATU/BA;PETROBRAS
ESPÍRITO SANTO MAR;342710189900;3-BRSA-1128-ESS;ÓLEO;3.768,00;3.798,00;2;Garrafa Vidro Âmbar;1;06/02/2013;CATU/BA;PETROBRAS
ESPÍRITO SANTO MAR;342710202100;3-BRSA-1253D-ESS;ÓLEO;4.305,00;4.383,00;2;Garrafa Vidro Âmbar;1;05/12/2014;CATU/BA;PETROBRAS
ESPÍRITO SANTO MAR;342710304000;3-BRSA-323A-ESS;ÓLEO;3.153,50;3.188,00;2;Garrafa Vidro Âmbar;1;19/01/2005;CATU/BA;PETROBRAS
ESPÍRITO SANTO TERRA;342700135100;1-BRSA-482-ES;ÓLEO;806,00;845,00;2;Garrafa Vidro Âmbar;1;16/08/2007;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000320100;3-AP-12-RN;ÓLEO;570,50;574,00;2;Garrafa Vidro Âmbar;1;;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000647800;1-BRSA-288A-RN;ÓLEO;2.227,00;2.234,50;2;Garrafa Vidro Âmbar;1;20/10/2004;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000647800;1-BRSA-288A-RN;ÓLEO;2.291,50;2.293,50;2;Garrafa Vidro Âmbar;1;20/10/2004;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000649100;1-BRSA-309-RN;ÓLEO;1.622,00;1.624,50;2;Garrafa Vidro Âmbar;1;21/07/2006;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000661500;1-BRSA-362-RN;ÓLEO;461,00;462,50;2;Garrafa Vidro Âmbar;1;26/10/2005;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000695700;3-BRSA-500-RN;ÓLEO;1.525,00;1.536,00;2;Garrafa Vidro Âmbar;1;13/08/2007;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000695900;3-BRSA-705-RN;ÓLEO;1.247,00;1.252,50;2;Garrafa Vidro Âmbar;1;09/10/2009;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000695900;3-BRSA-705-RN;ÓLEO;1.658,50;1.670,50;2;Garrafa Vidro Âmbar;1;09/10/2009;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000696000;3-BRSA-800-RN;ÓLEO;1.099,00;1.101,00;2;Garrafa Vidro Âmbar;1;18/04/2010;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000696000;3-BRSA-800-RN;ÓLEO;1.561,00;1.564,50;2;Garrafa Vidro Âmbar;1;18/04/2010;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000696100;3-BRSA-720-RN;ÓLEO;1.654,50;1.657,50;1;Garrafa Vidro Âmbar;1;29/10/2009;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000860600;3-BRSA-1144-RN;ÓLEO;417,00;472,00;2;Garrafa Vidro Âmbar;1;15/02/2013;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000861800;3-BRSA-1153-RN;ÓLEO;237,00;242,00;2;Garrafa Vidro Âmbar;1;26/02/2013;CATU/BA;PETROBRAS
POTIGUAR TERRA;721000929700;3-BRSA-1320-RN;ÓLEO;286,00;298,00;2;Garrafa Vidro Âmbar;1;25/11/2015;CATU/BA;PETROBRAS
RECÔNCAVO TERRA;202400609500;1-BRSA-305DP-BA;ÓLEO;917,00;942,00;4;Garrafa Vidro Âmbar;1;29/12/2004;CATU/BA;PETROBRAS
RECÔNCAVO TERRA;202400686100;3-BRSA-1142D-BA;ÓLEO;3.455,00;3.469,00;2;Garrafa Vidro Âmbar;1;06/05/2013;CATU/BA;PETROBRAS
RECÔNCAVO TERRA;202400686100;3-BRSA-1142D-BA;ÓLEO;3.477,00;3.487,00;5;Garrafa Vidro Âmbar;1;06/05/2013;CATU/BA;PETROBRAS
RECÔNCAVO TERRA;202400686100;3-BRSA-1142D-BA;ÓLEO;3.515,00;3.520,00;1;Garrafa Vidro Âmbar;1;06/05/2013;CATU/BA;PETROBRAS
RECÔNCAVO TERRA;202400690800;3-BRSA-1187D-BA;ÓLEO;3.281,00;3.288,00;2;Garrafa Vidro Âmbar;1;24/11/2013;CATU/BA;PETROBRAS
RECÔNCAVO TERRA;202400700500;1-BRSA-1299D-BA;ÓLEO;1.527,00;1.532,00;5;Garrafa Vidro Âmbar;1;05/09/2015;CATU/BA;PETROBRAS
SANTOS;743160015000;2-ANP-1-RJS;ÓLEO;5.415,00;5.498,00;2;Garrafa Vidro Âmbar;1;30/09/2010;CATU/BA;PETROBRAS
SANTOS;743160015000;2-ANP-1-RJS;ÓLEO;5.525,00;5.625,00;1;Garrafa Vidro Âmbar;1;30/09/2010;CATU/BA;PETROBRAS
SANTOS;743160015000;2-ANP-1-RJS;ÓLEO;5.645,00;5.725,00;2;Garrafa Vidro Âmbar;1;30/09/2010;CATU/BA;PETROBRAS
SANTOS;743160015700;2-ANP-2-RJS;OLEO DA FORMAÇÃO MORTO;5.548,00;5.568,00;1;Garrafa Vidro Âmbar;1;04/07/2010;CATU/BA;PETROBRAS
SANTOS;743160015700;2-ANP-2-RJS;BETUME/ASFALTO/OLEO MORTO;5.548,00;5.568,00;2;Garrafa Vidro Âmbar;1;04/07/2010;CATU/BA;PETROBRAS
SANTOS;863160007400;1-BRSA-498-SPS;ÓLEO;4.627,00;4.668,00;2;Garrafa Vidro Âmbar;1;30/08/2007;CATU/BA;PETROBRAS
SANTOS;863160008200;1-BRSA-532A-SPS;ÓLEO;5.998,00;6.040,00;2;Garrafa Vidro Âmbar;1;18/05/2008;CATU/BA;PETROBRAS
SANTOS;863160009100;1-BRSA-594-SPS;ÓLEO;5.035,00;5.105,00;2;Garrafa Vidro Âmbar;1;17/07/2008;CATU/BA;PETROBRAS
SANTOS;863160009100;1-BRSA-594-SPS;ÓLEO;5.130,00;5.145,00;2;Garrafa Vidro Âmbar;1;17/07/2008;CATU/BA;PETROBRAS
SANTOS;863160017300;1-BRSA-870-SPS;ÓLEO;2.201,50;2.210,00;8;Garrafa Vidro Âmbar;1;14/01/2011;CATU/BA;PETROBRAS
SANTOS;863160027500;1-BRSA-1063-SPS;ÓLEO;6.230,00;6.303,00;2;Garrafa Vidro Âmbar;1;24/06/2013;CATU/BA;PETROBRAS
SANTOS;863160058900;1-BRSA-1381-SPS;ÓLEO;6.304,00;6.460,00;2;Garrafa Vidro Âmbar;1;08/01/2022;CATU/BA;PETROBRAS
SERGIPE MAR;901210153300;3-CB-1A-SES;NAO IDENTIFICADO;0,00;0,00;1;Garrafa Vidro Âmbar;1;;CATU/BA;PETROBRAS
SERGIPE MAR;901210153700;3-CB-2-SES;NAO IDENTIFICADO;0,00;0,00;1;Garrafa Vidro Âmbar;1;;CATU/BA;PETROBRAS
SERGIPE TERRA;901200074300;1-TG-1-SE;NAO IDENTIFICADO;0,00;0,00;1;Garrafa Vidro Âmbar;1;;CATU/BA;PETROBRAS
SERGIPE TERRA;901200494600;3-BRSA-889-SE;NAO IDENTIFICADO;102,00;127,00;1;Garrafa Vidro Âmbar;1;30/11/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200494600;3-BRSA-889-SE;NAO IDENTIFICADO;127,00;146,00;1;Garrafa Vidro Âmbar;1;30/11/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200494900;3-BRSA-897-SE;ÓLEO;119,00;140,00;5;Garrafa Vidro Âmbar;1;19/12/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200494900;3-BRSA-897-SE;ÓLEO;140,00;170,00;3;Garrafa Vidro Âmbar;1;19/12/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200494900;3-BRSA-897-SE;ÓLEO;213,00;236,00;5;Garrafa Vidro Âmbar;1;19/12/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200494900;3-BRSA-897-SE;ÓLEO;232,00;242,00;5;Garrafa Vidro Âmbar;1;19/12/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200494900;3-BRSA-897-SE;ÓLEO;236,00;262,00;3;Garrafa Vidro Âmbar;1;19/12/2010;CATU/BA;PETROBRAS
SERGIPE TERRA;901200495200;3-BRSA-900-SE;AGUA CORTADA POR OLEO;217,00;245,00;2;Garrafa Vidro Âmbar;1;08/01/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200495200;3-BRSA-900-SE;AGUA CORTADA POR OLEO;255,80;285,80;1;Garrafa Vidro Âmbar;1;08/01/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200495200;3-BRSA-900-SE;ÓLEO;306,00;326,00;2;Garrafa Vidro Âmbar;1;08/01/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200495200;3-BRSA-900-SE;ÓLEO;326,00;351,00;3;Garrafa Vidro Âmbar;1;08/01/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200495700;3-BRSA-910-SE;NAO IDENTIFICADO;160,00;190,00;1;Garrafa Vidro Âmbar;1;27/01/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200496300;3-BRSA-912-SE;AGUA CORTADA POR OLEO;195,00;215,00;6;Garrafa Vidro Âmbar;1;29/01/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200496300;3-BRSA-912-SE;ÓLEO;315,00;345,00;3;Garrafa Vidro Âmbar;1;29/01/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200503500;3-BRSA-998-SE;OLEO CORTADO POR LAMA;597,00;627,00;5;Garrafa Vidro Âmbar;1;29/10/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200503500;3-BRSA-998-SE;OLEO CORTADO POR LAMA;627,00;690,00;2;Garrafa Vidro Âmbar;1;29/10/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200503500;3-BRSA-998-SE;OLEO CORTADO POR LAMA;627,00;657,00;7;Garrafa Vidro Âmbar;1;29/10/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200503500;3-BRSA-998-SE;OLEO CORTADO POR LAMA;657,00;690,00;1;Garrafa Vidro Âmbar;1;29/10/2011;CATU/BA;PETROBRAS
SERGIPE TERRA;901200509400;3-BRSA-1058-SE;OLEO CORTADO POR LAMA;560,00;589,00;1;Garrafa Vidro Âmbar;1;27/03/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200509400;3-BRSA-1058-SE;ÓLEO;589,00;620,00;2;Garrafa Vidro Âmbar;1;27/03/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200509400;3-BRSA-1058-SE;OLEO CORTADO POR LAMA;589,00;620,00;4;Garrafa Vidro Âmbar;1;27/03/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200509400;3-BRSA-1058-SE;OLEO CORTADO POR LAMA;625,00;655,00;9;Garrafa Vidro Âmbar;1;27/03/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200521000;3-BRSA-1134-SE;ÓLEO;735,00;765,00;7;Garrafa Vidro Âmbar;1;06/12/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200521000;3-BRSA-1134-SE;ÓLEO;793,00;823,00;4;Garrafa Vidro Âmbar;1;06/12/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200521000;3-BRSA-1134-SE;ÓLEO;806,00;812,00;5;Garrafa Vidro Âmbar;1;06/12/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200521000;3-BRSA-1134-SE;ÓLEO;823,00;853,00;6;Garrafa Vidro Âmbar;1;06/12/2012;CATU/BA;PETROBRAS
SERGIPE TERRA;901200524000;3-BRSA-1157-SE;ÓLEO;480,00;510,00;1;Garrafa Vidro Âmbar;1;26/02/2013;CATU/BA;PETROBRAS
SERGIPE TERRA;901200524000;3-BRSA-1157-SE;ÓLEO;541,00;571,00;7;Garrafa Vidro Âmbar;1;26/02/2013;CATU/BA;PETROBRAS
SERGIPE TERRA;901200524000;3-BRSA-1157-SE;ÓLEO;645,00;675,00;5;Garrafa Vidro Âmbar;1;26/02/2013;CATU/BA;PETROBRAS
SERGIPE TERRA;901200524000;3-BRSA-1157-SE;ÓLEO;675,00;705,00;9;Garrafa Vidro Âmbar;1;26/02/2013;CATU/BA;PETROBRAS
SERGIPE TERRA;901200531800;3-BRSA-1196D-SE;ÓLEO;720,00;749,00;3;Garrafa Vidro Âmbar;1;06/09/2013;CATU/BA;PETROBRAS
SERGIPE TERRA;901200531800;3-BRSA-1196D-SE;ÓLEO;722,00;752,00;4;Garrafa Vidro Âmbar;1;06/09/2013;CATU/BA;PETROBRAS
SERGIPE TERRA;901200538000;3-BRSA-1249-SE;ÓLEO;572,00;602,00;4;Garrafa Vidro Âmbar;1;17/07/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200538000;3-BRSA-1249-SE;ÓLEO;651,00;681,00;7;Garrafa Vidro Âmbar;1;17/07/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200538000;3-BRSA-1249-SE;ÓLEO;681,00;711,00;7;Garrafa Vidro Âmbar;1;17/07/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200538000;3-BRSA-1249-SE;ÓLEO;711,00;741,00;5;Garrafa Vidro Âmbar;1;17/07/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200539500;3-BRSA-1262-SE;NAO IDENTIFICADO;615,00;645,00;2;Garrafa Vidro Âmbar;1;04/10/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200539500;3-BRSA-1262-SE;ÓLEO;751,00;781,00;6;Garrafa Vidro Âmbar;1;04/10/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200540400;3-BRSA-1272-SE;ÓLEO;297,00;327,00;10;Garrafa Vidro Âmbar;1;20/10/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200540400;3-BRSA-1272-SE;ÓLEO;483,00;513,00;2;Garrafa Vidro Âmbar;1;20/10/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200540400;3-BRSA-1272-SE;ÓLEO;592,00;622,00;8;Garrafa Vidro Âmbar;1;20/10/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200541200;3-BRSA-1279-SE;FLUIDO DE PERFURAÇÃO;615,00;645,00;7;Garrafa Vidro Âmbar;1;13/11/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200541200;3-BRSA-1279-SE;FLUIDO DE PERFURAÇÃO;645,00;675,00;7;Garrafa Vidro Âmbar;1;13/11/2014;CATU/BA;PETROBRAS
SERGIPE TERRA;901200542800;3-BRSA-1287-SE;FLUIDO DE PERFURAÇÃO;701,50;704,50;1;Garrafa Vidro Âmbar;1;08/01/2015;CATU/BA;PETROBRAS
SERGIPE TERRA;901200542800;3-BRSA-1287-SE;FLUIDO DE PERFURAÇÃO;792,00;822,00;3;Garrafa Vidro Âmbar;1;08/01/2015;CATU/BA;PETROBRAS
SOLIMÕES;140200059200;1-SUC-1-AM;ÓLEO;0,00;0,00;4;Garrafa Vidro Âmbar;1;;CATU/BA;PETROBRAS
SOLIMÕES;140200069800;1-SMT-2-AM;CONDENSADO;2.987,00;2.990,00;2;Garrafa Vidro Âmbar;1;;CATU/BA;PETROBRAS
ALAGOAS TERRA;081150455400;3-BRSA-582D-AL;NAO IDENTIFICADO;1.874,00;1.878,00;2;Garrafa Vidro Âmbar;1;16/03/2008;CATU/BA;PETROBRAS
CAMPOS MAR;342810196300;3-BRSA-1208-ESS;ÓLEO;4.463,00;4.547,00;2;Garrafa Vidro Âmbar;1;23/04/2014;CATU/BA;PETROBRAS
CAMPOS MAR;742810268100;3-BRSA-145H-RJS;ÓLEO;0,00;0,00;2;Garrafa Vidro Âmbar;1;20/07/2002;CATU/BA;PETROBRAS
CAMPOS MAR;742810299500;3-BRSA-292-RJS;ÓLEO;2.453,00;2.462,00;2;Garrafa Vidro Âmbar;1;18/09/2004;CATU/BA;PETROBRAS
CAMPOS MAR;742810311200;3-BRSA-363D-RJS;ÓLEO;4.210,00;4.250,00;2;Garrafa Vidro Âmbar;1;18/01/2006;CATU/BA;PETROBRAS
CAMPOS MAR;742810311200;3-BRSA-363D-RJS;ÓLEO;4.277,00;4.332,00;2;Garrafa Vidro Âmbar;1;18/01/2006;CATU/BA;PETROBRAS
CAMPOS MAR;742810311200;3-BRSA-363D-RJS;ÓLEO;4.421,00;4.473,00;2;Garrafa Vidro Âmbar;1;18/01/2006;CATU/BA;PETROBRAS
CAMPOS MAR;742810314600;3-BRSA-396-RJS;ÓLEO;2.148,00;2.156,50;2;Garrafa Vidro Âmbar;1;28/01/2006;CATU/BA;PETROBRAS
CAMPOS MAR;742810325700;3-BRSA-481-RJS;ÓLEO;3.573,00;3.597,00;4;Garrafa Vidro Âmbar;1;04/05/2007;CATU/BA;PETROBRAS
CAMPOS MAR;742810336600;3-BRSA-629A-RJS;ÓLEO;2.905,00;2.908,00;2;Garrafa Vidro Âmbar;1;30/07/2008;CATU/BA;PETROBRAS
CAMPOS MAR;742810337400;3-BRSA-653D-RJS;ÓLEO;4.342,00;4.495,00;2;Garrafa Vidro Âmbar;1;27/11/2008;CATU/BA;PETROBRAS
CAMPOS MAR;742810350800;3-BRSA-823-RJS;ÓLEO;3.048,00;3.063,00;2;Garrafa Vidro Âmbar;1;05/07/2010;CATU/BA;PETROBRAS
CAMPOS MAR;742810361600;3-BRSA-960D-RJS;CONDENSADO;2.550,00;2.680,00;2;Garrafa Vidro Âmbar;1;19/11/2011;CATU/BA;PETROBRAS
CAMPOS MAR;742810364000;3-BRSA-1017D-RJS;ÓLEO;4.509,00;4.555,40;2;Garrafa Vidro Âmbar;1;24/07/2012;CATU/BA;PETROBRAS
CAMPOS MAR;742810365600;3-BRSA-1012DPA-RJS;ÓLEO;3.055,00;3.075,00;2;Garrafa Vidro Âmbar;1;06/05/2012;CATU/BA;PETROBRAS
CAMPOS MAR;742810366500;3-BRSA-1054D-RJS;ÓLEO;4.536,00;4.566,00;2;Garrafa Vidro Âmbar;1;11/09/2012;CATU/BA;PETROBRAS
CAMPOS MAR;742810371500;3-BRSA-1107-RJS;ÓLEO;2.950,00;2.970,00;2;Garrafa Vidro Âmbar;1;22/12/2012;CATU/BA;PETROBRAS
CAMPOS MAR;742810392400;3-BRSA-1314D-RJS;ÓLEO;3.025,50;3.136,00;2;Garrafa Vidro Âmbar;1;05/10/2015;CATU/BA;PETROBRAS
CAMPOS MAR;742810403400;3-OGX-42D-RJS;ÓLEO;0,00;0,00;2;Garrafa Vidro Âmbar;1;18/05/2011;CATU/BA;PETROBRAS
CAMPOS MAR;742810404600;3-OGX-54-RJS;ÓLEO;0,00;0,00;2;Garrafa Vidro Âmbar;1;10/09/2011;CATU/BA;PETROBRAS
CAMPOS MAR;742810404700;3-OGX-56D-RJS;ÓLEO;0,00;0,00;2;Garrafa Vidro Âmbar;1;26/09/2011;CATU/BA;PETROBRAS
CAMPOS MAR;742810404900;3-OGX-61-RJS;ÓLEO;0,00;0,00;2;Garrafa Vidro Âmbar;1;02/11/2011;CATU/BA;PETROBRAS
